Date,Bitcoin (USD),Ethereum (USD),Gold (USD per oz),Cardano (ADA),Binance Coin (BNB),Ripple (XRP),Dogecoin (DOGE),Solana (SOL)
2015-03-09,0.011904259907769317,0.01658571871660945,0.03437885823079952,0.022892525003881267,0.0209821799184917,0.020105279049055628,0.02125288523445083,0.009929757848057313
2015-03-10,0.012334203913814143,0.017112249162058307,0.03484064607486912,0.024070625861464266,0.021196189933139896,0.01999167079547545,0.02193270767556346,0.010176557972106664
2015-03-11,0.012261791239741327,0.01750506672568529,0.035163176278404755,0.022487040631297354,0.021900998075095414,0.020262131374077442,0.022352173504772897,0.010244959662592854
2015-03-12,0.012691615279887769,0.017456888858808597,0.035534124813729494,0.023048405113324497,0.022844134465787907,0.020985177649316306,0.022756700718076738,0.009731289561904792
2015-03-13,0.013708566266592136,0.0177717519481747,0.035130239453845656,0.023738005733114315,0.023636520655275765,0.021128563062150916,0.02202612448039185,0.0099598577930696
2015-03-14,0.013940182408960054,0.01822071889153047,0.03533036900327387,0.02469242070182317,0.023442138296139493,0.021823623742202067,0.022948180616273066,0.010776082620284013
2015-03-15,0.01497040995125279,0.01889973854209303,0.03676527343790595,0.0248991817816552,0.023664312378707333,0.02155329128572662,0.023268490698439743,0.01201938161390026
2015-03-16,0.013912687577358472,0.01940671496057357,0.037144332564198086,0.025274244444112103,0.02403006886195392,0.021734054432123617,0.023457190897326865,0.012160177269674074
2015-03-17,0.014572297948571018,0.019879671704351606,0.03657834363040781,0.02612931983734721,0.02417191671357657,0.021963582897310156,0.02333093825476843,0.012359213851592069
2015-03-18,0.014865226007424211,0.020164406788414867,0.035875273276612205,0.027296094788190152,0.024583660459843882,0.022885352312803094,0.02308265691254347,0.012896813616078784
2015-03-19,0.014965518453902982,0.020537302136130295,0.03566677198576028,0.027357460155479373,0.025175763665610428,0.023263175003066294,0.023535081857735413,0.013967922253804155
2015-03-20,0.015260798585522135,0.021141510634551032,0.03600406122699824,0.027768957861239594,0.025843822432000937,0.02446242061294661,0.022684070907685535,0.013975286047111065
2015-03-21,0.014518523054069166,0.02105212788567308,0.0375074918569426,0.029051355872111384,0.02679658403839821,0.02400981723366906,0.023434370625509668,0.014616181337152265
2015-03-22,0.014658402757385261,0.02122686601898874,0.03637179684680893,0.02798769928316299,0.026909354279278652,0.024346149116492737,0.023021780767114624,0.014442707880267839
2015-03-23,0.015086089625058613,0.021287953191888347,0.036299075910188175,0.027808772967569253,0.02659090160393064,0.024708899337361,0.021975535329089687,0.014888644007405619
2015-03-24,0.016073030356884857,0.021658388497317646,0.0367097321101069,0.028959920046582693,0.02699029836328348,0.025306949421973843,0.02337703946270015,0.0156789028843418
2015-03-25,0.016063913780270677,0.022257417728803908,0.035060373584407,0.029880756919265193,0.028025562674232656,0.025139637508187308,0.023088092054327908,0.015253917953195566
2015-03-26,0.01590997990145013,0.022365668909305348,0.03445258214784777,0.03044986916829754,0.028076839723885673,0.026305976452956726,0.022884883832357754,0.015240405928614831
2015-03-27,0.015909103161927212,0.021992238420688582,0.03400487251477887,0.03041988681766743,0.028613203695331366,0.026579862705691272,0.023852824040285686,0.016022163028491666
2015-03-28,0.016615368497821817,0.022150113702907412,0.03343626885790269,0.030122623840598568,0.02915327673557775,0.02626641041748831,0.025274850633242613,0.01662195482463262
2015-03-29,0.017028903403214713,0.022664065501824066,0.03389647699971566,0.030004651358517154,0.02948315356417432,0.02652481864285492,0.024560187622605627,0.01744732652639861
2015-03-30,0.01701405348880032,0.023077067071412345,0.033989625154900324,0.03120649546432576,0.02973612268913614,0.02662457709803634,0.024209373689187456,0.018171937823962977
2015-03-31,0.017519659390507397,0.023460672489646332,0.033671683371524465,0.031065555350961643,0.029601315850130244,0.02837759109620644,0.02390491453685229,0.018257324054720466
2015-04-01,0.017817592515427437,0.023654063562406707,0.034377751039563864,0.03137491350851359,0.028900391059638677,0.029205150716100643,0.02474686691616069,0.01970778843474999
2015-04-02,0.018550425280460057,0.023579116963227634,0.03643261986299696,0.031156689866737638,0.028687049238344555,0.029498630777400826,0.02603308957741153,0.020050044890977115
2015-04-03,0.018449603687478756,0.023986119280247166,0.03840019578954456,0.03192343234090379,0.0287744514713861,0.029705839659441596,0.025604006906361637,0.018676683033287678
2015-04-04,0.0185355978020828,0.024030630558568248,0.03665807901495511,0.03183784370705037,0.029481945361549685,0.030480600796510094,0.026748693190356426,0.0187936436091251
2015-04-05,0.01858943428467343,0.024885866884347425,0.03751943759914451,0.032024416328661626,0.02968904396031644,0.03128088656178255,0.026553763851593408,0.01881021005726146
2015-04-06,0.018108654158678707,0.02530769917367515,0.037594398114292944,0.03123262025941847,0.029722794427745856,0.029993290461382202,0.02701808783838464,0.01950623837584675
2015-04-07,0.018505906747085434,0.025420335451704395,0.03801634923213732,0.030484019998252516,0.029601510304566623,0.030603567494019174,0.026468401292288665,0.019532469933326906
2015-04-08,0.018885662401480766,0.025524715902738637,0.03786191910339173,0.030735538251231813,0.030125352981691753,0.030885464069214368,0.02664379914834552,0.02039170877763395
2015-04-09,0.01913770676446339,0.025768347654211505,0.03824474617458588,0.030164752839734015,0.030941605610028802,0.030452370972766683,0.0268260204809495,0.02096029986082247
2015-04-10,0.01927014397439344,0.025972614558276864,0.0386627939739454,0.03171029231941791,0.03163493357048395,0.031189307135547073,0.026879536046489138,0.020691566143938446
2015-04-11,0.018813387116030162,0.026541188094843845,0.038320205472585335,0.030685198206561626,0.03213766253099846,0.032655576172275096,0.027374671918642193,0.020884818800523126
2015-04-12,0.01885298396068016,0.0268598549855886,0.0376470426619598,0.030438305858341702,0.03177270295268865,0.033219830027918965,0.026991775271702115,0.02073675533538859
2015-04-13,0.018931467158795567,0.026931937684322418,0.037440110020274246,0.03069539382945938,0.03187620631532194,0.03407434496236422,0.0266866572955881,0.021104724234048498
2015-04-14,0.01878063514122962,0.027708299107497784,0.03794444432454124,0.030716905429230446,0.03293793489458565,0.03530458064353442,0.02721516161627622,0.02095345942728007
2015-04-15,0.018949648708208654,0.027990139352064118,0.038828635935803144,0.03028247550348415,0.033655652090909906,0.035128244149742596,0.02831398463451568,0.02126214380840193
2015-04-16,0.019400757106358107,0.0284652429911932,0.039977724409050494,0.02993825607042544,0.0332648962680825,0.03440339757501184,0.0285519023091892,0.0213844999150743
2015-04-17,0.020591429612742015,0.02857047186781558,0.03972341145226989,0.02957384584154256,0.03349180874040752,0.035021081753916355,0.02912191040783915,0.021571384778146845
2015-04-18,0.020928034256474087,0.02893659956389431,0.04027938662548499,0.029643734080176,0.03389323277095845,0.03515583923866109,0.029852392132090375,0.022942184148719784
2015-04-19,0.021306041025341674,0.029288758742904934,0.04154215369266862,0.031094781402927214,0.03382564434841677,0.03468909280337926,0.030628557460824688,0.023017155231905406
2015-04-20,0.021518386403721272,0.029049802311767688,0.04301643228466902,0.03138964983144605,0.033113239941930446,0.03491432004869218,0.03027941086253307,0.02224633362070402
2015-04-21,0.020810439936495704,0.029859693788885578,0.04321552429299317,0.0323662368924865,0.033404513144422644,0.03556974301915872,0.030041604251097198,0.023060893436196182
2015-04-22,0.021046702714836184,0.03047495221740259,0.04324579759771817,0.03292580546293292,0.03332625460512156,0.035757167178185355,0.02985863400062984,0.02387122401758184
2015-04-23,0.021326249546407047,0.030636863272923334,0.04370520870225684,0.033859798749293665,0.033249628489467976,0.03560402162815438,0.03132746553118185,0.023076485624081558
2015-04-24,0.022804864817457512,0.030609394007888476,0.042768203722297275,0.032379115597961305,0.03335187888812952,0.035751649188379524,0.03190032607471955,0.02296852815220911
2015-04-25,0.02295837227927755,0.03097134395471903,0.042826931887366276,0.03243806122401827,0.0335462449960309,0.03600821457169237,0.03244487943061257,0.023471404868756384
2015-04-26,0.0233583328953375,0.031263226841924265,0.043862749012868366,0.0334912963306281,0.03379254211216326,0.03524497273613986,0.03292819768944763,0.024021781191517103
2015-04-27,0.023590505042140872,0.031627354388172275,0.0447916719431824,0.0333853421133298,0.03367417376475972,0.03543570549832639,0.03234738915534433,0.024287927887337753
2015-04-28,0.023256844301537044,0.03194740756479817,0.04477056414226612,0.03471950261603834,0.033832472248288434,0.03498488775218153,0.03382224874322588,0.024566191820564062
2015-04-29,0.02407658930007674,0.03235197819103802,0.04525767167092215,0.035881788407802144,0.03335005265477173,0.035603725158004584,0.034376813555431346,0.024330507762588965
2015-04-30,0.02470128590946403,0.03300931523499905,0.044659199115332684,0.03583913748732852,0.03372977809217997,0.03503720390470656,0.0350852688680239,0.023309585658249154
2015-05-01,0.025345492315774456,0.03343050181816325,0.04565221842233244,0.03577548967210101,0.032789351714417256,0.035844873929731166,0.03422393948079713,0.02467961494419966
2015-05-02,0.02514121385338169,0.033417164539180075,0.04583153467416135,0.03539691911113412,0.032918773733196766,0.035893373320817046,0.03496802302218748,0.024427767110210163
2015-05-03,0.026090680896241163,0.034051739975407794,0.04580450740117662,0.03525526854141671,0.03355197778408613,0.03587042735067218,0.034995642879750946,0.02479130111573749
2015-05-04,0.025640670163726512,0.0347609990482875,0.04568815203684624,0.034741593984688415,0.03336052238988262,0.036294609588508386,0.03441357938457445,0.024974626040350934
2015-05-05,0.026182996249594255,0.03587622576512182,0.045883014682514,0.03525293773641707,0.03390921679158676,0.036099173234275826,0.03406428207016017,0.025725438384061692
2015-05-06,0.02752549498017209,0.03584305573541253,0.045676933990389926,0.03460139877476173,0.03464101457877902,0.036514968067377876,0.03351873305189873,0.026055865829518146
2015-05-07,0.027280724396530887,0.036176889137884305,0.04662272423097733,0.035220662387934136,0.03351234893423348,0.036391038493802375,0.03296253034264082,0.026407005532468
2015-05-08,0.027247642781291416,0.035886241523650796,0.04647141793187661,0.03585494632419888,0.033699343020605003,0.03636074630028723,0.033253029930690375,0.025260086484832505
2015-05-09,0.02754686020331341,0.03630341150594544,0.04839078237852611,0.03507683303679544,0.032750789777282706,0.03684414102024301,0.033261379561826045,0.025080959997029417
2015-05-10,0.027545125901809173,0.03642476319508642,0.05017709718845565,0.036279794078934585,0.03295160280023606,0.03650318433675921,0.03372440823741295,0.025749788720108878
2015-05-11,0.027020859934015633,0.03720998966574274,0.049508958417841274,0.036843454916589274,0.033198696673348266,0.03609508259221105,0.03503387081367514,0.026370273028046506
2015-05-12,0.02730456469562115,0.03727052723135944,0.049841916075294895,0.0375527731708791,0.03241404334105516,0.036494581784760644,0.035204491661903356,0.02612756825484402
2015-05-13,0.027023983215430702,0.0370854152770016,0.04942465017414962,0.03733149091250563,0.03346640803964086,0.036747183607411325,0.03404079148530038,0.0255482678077004
2015-05-14,0.02750979186051267,0.037227431834151774,0.049344825174832505,0.037962258434073026,0.03383570366360925,0.037104217962655,0.034140479449090246,0.025884972862068548
2015-05-15,0.02730050518927722,0.03696541951255609,0.05169062735805108,0.038903982884251356,0.033731909506731855,0.03754611843720169,0.03514554430209068,0.024591644183229837
2015-05-16,0.028323393026602302,0.03743575819537519,0.05163066930927872,0.03908992959398557,0.034592769525071454,0.03784371733150222,0.03534364415150512,0.024243065963270867
2015-05-17,0.02818205370037613,0.0371496809221628,0.05226619235745491,0.04057182085060653,0.03409443221941919,0.038435359963517206,0.03656060737514078,0.02545760919750419
2015-05-18,0.028270842449137936,0.037425920734141443,0.0530903179933639,0.040845791185210076,0.033832190725075796,0.03875434843942987,0.03709861704640773,0.026502830438760006
2015-05-19,0.028926268682521742,0.03713642456053853,0.05230857116863686,0.041796395147142604,0.03312384953904699,0.037949555385887394,0.03619140014759329,0.027033348835156602
2015-05-20,0.02856157788159399,0.0373189899964997,0.05167839137136738,0.042223954200218496,0.03412461665447742,0.03728327378625585,0.03651282916600148,0.027467187320954205
2015-05-21,0.028924569944865162,0.038028991359811005,0.050682736950406204,0.04283198204771582,0.03451322307892329,0.038579625925352606,0.03695247642932755,0.026687908740242475
2015-05-22,0.0298263082342178,0.03839445623126147,0.05002040195517528,0.042047620269335347,0.03503814776514377,0.03884662872748672,0.03788623994186934,0.026558581336462755
2015-05-23,0.029273690000238543,0.0384311213320768,0.047312587211090634,0.04252332996123098,0.03541368938642083,0.03962095460000076,0.03928631932811625,0.026668651630228035
2015-05-24,0.029615312466401134,0.038691336406531454,0.04814010914345173,0.04231666355873013,0.03590292140012844,0.039703337737844964,0.04011119289815472,0.026550745217325086
2015-05-25,0.029994483071141855,0.03896477188356992,0.050539823682996386,0.04204125344140713,0.03618554743263771,0.039939326234842164,0.04064134204686173,0.02663121998806969
2015-05-26,0.030634094281108793,0.039360314818244806,0.05095413613991971,0.04336408039201051,0.03654855161146965,0.03996422619184516,0.04132016894763835,0.027598069596922
2015-05-27,0.030266366456735402,0.039261778051002644,0.04973951943160849,0.04347897679095815,0.036843484106184106,0.04154782039218263,0.041466503213433814,0.02757559512965487
2015-05-28,0.029856970386050077,0.03968953559038975,0.04933046044535522,0.043106763397897256,0.036839903000552156,0.04194999826041661,0.04079607213095604,0.02766106967578788
2015-05-29,0.03036690455534245,0.03923174245194035,0.04911292457966297,0.04313197756863145,0.03707055244366341,0.04193138661865115,0.04107455446330494,0.028327156865064342
2015-05-30,0.030764588465027234,0.039331154059707184,0.048313519461381745,0.042576435354467174,0.03743467083776898,0.04131654633166818,0.041557276376285236,0.027833058003993515
2015-05-31,0.031139073622571414,0.03946860176793752,0.0494697248861192,0.04370786961397423,0.037730831107376045,0.042637344009865914,0.04105035353583913,0.02765024219762205
2015-06-01,0.03156143912670697,0.039907307168713047,0.050573938168278904,0.04352544627726558,0.03736497149692484,0.0428171293979381,0.04213945406528145,0.027522497160439394
2015-06-02,0.03147160937524285,0.04018198194347822,0.04963095073572135,0.04409878761956707,0.03705445749225223,0.043481459233914874,0.04302594468142435,0.02782105582955603
2015-06-03,0.03183699345720614,0.04007304924290552,0.05064645390984647,0.04518223607788907,0.03775587384625286,0.04420546532193482,0.042412987072374495,0.027904368596086238
2015-06-04,0.03223272523529082,0.04007708003248649,0.052496924606577955,0.0451204458306445,0.03787800012856018,0.04422531117820407,0.04352682048939595,0.02800467363104708
2015-06-05,0.03212576695512542,0.040399040944164535,0.054738717432258645,0.045695466846848255,0.03837179931644693,0.044851317552526214,0.04358465300275697,0.027916086009185676
2015-06-06,0.033306254470911546,0.04064639996896326,0.057983071032947316,0.04530672864587659,0.03816668138563553,0.04479571511574917,0.04334591201021431,0.027609338831712123
2015-06-07,0.033792183117188845,0.040759445639438875,0.05730404993127987,0.04706245603274121,0.03780275001042404,0.044533862327118784,0.04427899548461641,0.028205359199112334
2015-06-08,0.033447232597085326,0.04089889171771648,0.0605057126225421,0.04788694977498716,0.03770121777787657,0.04542256806369194,0.04449909977099595,0.02829251843395641
2015-06-09,0.03402433624322656,0.041354476019093735,0.06039718634270358,0.0480149034080849,0.03785853446059925,0.045605070618621575,0.04594935609405156,0.0288938458996209
2015-06-10,0.03378747690475786,0.04148402196772998,0.06004052393095097,0.047784879726908015,0.03783138367247285,0.04614888401524573,0.0456636880605396,0.0285651755918832
2015-06-11,0.03442971364343305,0.04172895720657696,0.06064151892693145,0.04796133255371701,0.038620784218313206,0.04663525102349135,0.04482371890851709,0.028476379378679167
2015-06-12,0.03525732902500586,0.04258039017094696,0.060295691940860985,0.04799836022576354,0.038945693256683206,0.04724282573822125,0.044899134812212534,0.028626207313882795
2015-06-13,0.035097313152164133,0.04246659061898412,0.06097164230286123,0.04945003404997886,0.03996642257935349,0.046678710176893706,0.04564926027324093,0.028826180482892007
2015-06-14,0.03582751683105847,0.04223778888684574,0.05985720490620161,0.048940711743516864,0.04038506469925763,0.04663317110069869,0.045316754476079225,0.029500240870030628
2015-06-15,0.036282981408861714,0.042716854317122605,0.059868918566692096,0.049270663091509244,0.0396295848539656,0.04672688887984158,0.04473007538196384,0.029537583107756702
2015-06-16,0.03694267044796482,0.0428031695740183,0.06146815859089742,0.049506133424809494,0.04031983091177286,0.04654990284974769,0.04512678370044797,0.03020754525004993
2015-06-17,0.0381386357357038,0.042986288392524954,0.06166909560231708,0.04968048010428604,0.03994072544767486,0.04704592641748214,0.0444558420898181,0.030677714096691153
2015-06-18,0.03826568341037164,0.043045068960692136,0.062076925050620756,0.04986025211553863,0.04028689585029824,0.04794660731614531,0.04490160239751638,0.030888979792631624
2015-06-19,0.03813907270723133,0.043243883840063016,0.06283224935863176,0.050035425207559915,0.04021408670003655,0.048931804656539464,0.04493905557478734,0.03064646526305775
2015-06-20,0.037944710599082235,0.043941841337424285,0.06431180472702405,0.0508208566712337,0.041357261769950325,0.04901765787302068,0.04550325788972828,0.031321872589873505
2015-06-21,0.037787125800952774,0.04442588621752262,0.0628483262154549,0.05144336020941684,0.0422073759358203,0.049440511303497574,0.04488268853815615,0.031092771535033696
2015-06-22,0.03799814597643112,0.04492607240137482,0.06371744558594243,0.05194859631817052,0.04214826441442581,0.04994541766226514,0.045953838317011365,0.03135002119823957
2015-06-23,0.03841786873549889,0.04481427539026201,0.06369855448598642,0.05032352895150076,0.04234526399768501,0.05054408865094335,0.04609069357925198,0.03158972031661318
